0	0	0.15819685352013393	1.0151318415545306E-4	1.164773164801535E-4	8.736401283383024E-5	0.3755974088535135	0.01990076720272462	0.05281452545052436	1.721870814532527E-4	0.3928736408784801	1.3926249970074326E-4
1	1	6.311152283634601E-5	0.042151599839497886	0.3064659095305328	5.581649569722839E-5	9.148816940437441E-4	8.849235457858074E-5	0.06741237016061116	9.517444629284584E-4	0.5818070997213642	8.897421790957143E-5
2	2	3.459950708371925E-5	0.24276491848773268	0.4702712542709105	3.0600168582090445E-5	0.00234741447172141	4.8513990971761336E-5	0.002347652259566546	6.031034460550051E-5	0.28204595833685986	4.8778161965974696E-5
3	3	3.4776033335411126E-5	3.573747193737095E-5	4.1005558673790794E-5	3.075629025884918E-5	0.03807330325765282	4.8761508745934726E-5	4.0544737263322756E-5	6.061804722813308E-5	0.961585470067367	4.902702753725113E-5
4	4	3.0918439104923264E-5	3.177322839561411E-5	0.11962297416711745	4.3971189405282235E-4	3.58347497287041E-5	0.16334080365631626	3.6047239143421356E-5	0.11345490159341308	0.6029634464166603	4.3588616067444736E-5
5	5	9.088206900462547E-6	0.9998853953059341	1.0716202095337727E-5	8.03770593003423E-6	1.0533313750269455E-5	1.2743106034767948E-5	1.0595773169988385E-5	1.5841638688283443E-5	2.423625201516921E-5	1.2812495481464477E-5
6	6	3.2883771768183183E-4	0.09057051365711384	0.09393890832920088	0.006138321469692611	0.030616766567613724	0.12881683300994903	0.002473955215462302	3.997949680642908E-5	0.5408956123279314	0.10618027220854802
7	7	0.023382584851489464	2.3075853523958683E-5	0.45584849749157064	1.9859481112635538E-5	0.012904045879464273	0.010813083906072222	2.617992732937152E-5	3.3863020151087204E-4	0.04228780963439189	0.4543562327735347
8	8	3.6592038523459025E-5	0.07275520289883024	4.314686980528722E-5	0.001496475120259124	4.241050261629978E-5	0.8067774253054947	4.266198429112737E-5	0.01665706119622593	0.005954033874576412	0.09619499020937747
9	9	0.01924777399239362	0.12015574392709455	0.08384108875303983	0.003094088302570665	0.29069661671276603	1.0608327013430473E-4	0.0010972660270614626	1.318778037123842E-4	0.17275081277353727	0.30887864843768986
10	10	6.0561366759972E-4	0.00229690085527636	4.980720343273038E-5	3.7357979144855E-5	4.895716748461646E-5	0.802302560745816	6.126205959131816E-4	0.03950974830614334	0.07335115275273561	0.0811852807264536
11	11	1.5669291238730342E-5	1.6102493649050266E-5	1.847617395202491E-5	2.228435176066277E-4	1.8160849843052622E-5	2.1970829001993627E-5	0.9995955867041298	2.7313116110155654E-5	4.178655872608085E-5	2.2090465742341927E-5
12	12	2.6710833515398683E-5	0.6127763582210013	0.128993765984286	2.3623342568482916E-5	3.09580969084878E-5	3.7452820725993284E-5	0.047056057935491585	4.6559610520343874E-5	0.21097085639414162	3.765676084077459E-5
13	13	2.9597225769783695E-4	0.2659887265554534	2.43415088500679E-5	1.8257390845147687E-5	2.992547714896562E-4	2.8945556043368174E-5	0.7332243631462658	3.598377343949081E-5	5.5051867972551965E-5	2.9103171942717418E-5
14	14	0.6532646429124476	3.5841687707956037E-4	0.08954621974995107	0.05493014077009397	0.07856410285379732	3.4985066025373595E-5	2.9089754329167054E-5	0.012688987633875576	0.1102154626079794	3.679517744210715E-4
15	15	0.7344796629738072	0.008888329860389357	0.07349782607617523	1.1769788745790082E-5	0.10296140914253307	0.009248300041870187	3.705017777091968E-4	2.3197258318635347E-5	0.05772073987903925	0.012798263201412018
16	16	0.02963465475628518	5.0657234171026536E-5	0.05133941591740315	0.023711884772730788	5.7132667976467604E-5	0.7436478418965347	0.02438321217526947	0.1269742482639713	1.314573715551988E-4	6.949494410282573E-5
17	17	0.03180073910095709	0.5393426897838695	3.511045170326081E-5	4.234716875164925E-4	3.451123825529845E-5	4.175137842705558E-5	0.2641308424552951	5.190337818539943E-5	7.940740089409801E-5	0.1640595731248967
18	18	0.09098597128481252	0.006912120769872246	0.8650064301253229	1.4748870693728764E-5	0.0042452856713098884	2.3383092735574455E-5	0.013586990455548	2.9068776915214715E-5	0.019172490533179456	2.351041961039981E-5
19	19	0.1601147293697984	4.6192897967424994E-5	5.3002226661000426E-5	0.6882798537042417	5.209766276488082E-5	6.30272729471744E-5	0.12415144888043193	7.835258396287373E-5	0.02709792492877934	6.337047244537077E-5
20	20	0.017490725171608996	2.1710427076946687E-5	2.4910776926161203E-5	1.8684371350954408E-5	2.4485636496197437E-5	2.9622497686622683E-5	5.881662747246442E-4	3.6825315909296214E-5	0.9817350857285151	2.978379970503451E-5
21	21	1.932907349268637E-5	0.10004506201826378	2.2791542944815706E-5	7.904855467650774E-4	2.2402570477364455E-5	2.7102423587934455E-5	0.7357748980285675	3.369247661327231E-5	3.0934329781188616E-4	0.1629548930214757
22	22	2.5407434449028177E-5	0.41411986298266334	0.10236736744593389	7.002017862038992E-4	0.031882813070205566	0.11863858236147537	2.9622060237157424E-5	0.07290038988413093	0.25929993373745863	3.581923724219024E-5
23	23	0.1281352987467444	0.009152694716575694	0.6970563691750898	0.001993671205178679	0.10408618579596779	0.026075775753692798	7.070217358553507E-4	8.49752670746802E-5	0.03263928079803673	6.872680578403916E-5
24	24	0.14587657647800345	0.007815107878468031	1.603928651905126E-5	1.2030294615644186E-5	7.414519887508199E-4	1.907301924841618E-5	0.06296915745830395	0.1373598689215808	0.5267032069351767	0.11848748773933308
25	25	0.07990429495960594	2.9875968060335437E-5	3.428000624614155E-5	0.1853672480369216	0.003523389162960774	4.076385930208815E-5	0.04539991933221188	0.31257217830226974	0.33625140357160166	0.03687664680081984
26	26	1.1869185410749982E-5	0.8961622367282324	1.3995344842133536E-5	1.049723262306071E-5	1.3756492921082966E-5	1.6642478532020417E-5	6.470477729436239E-4	6.538988659214185E-4	0.10245332279752183	1.673310105166712E-5
27	27	0.03230329075483568	0.004703585888055145	0.0021606625065699043	0.5346302588381782	0.011926382687947818	0.0017431386913072642	4.617430823110768E-4	0.1040884702773252	0.30793758304215024	4.4884231319600416E-5
28	28	2.9741071546918494E-5	3.05633106439733E-5	3.50686705000583E-5	8.1963220106101E-4	4.3113461213854543E-4	0.8512835942833177	0.136883907067099	5.184161351175783E-5	7.931290661699273E-5	0.010355204263564205
29	29	0.5899939389706694	5.611764754910561E-5	0.013902473064712819	0.09181663620895489	0.2069062170242555	7.656896286795096E-5	6.36663746025908E-5	9.518698511816619E-5	0.09701220886096483	7.698590030479236E-5
30	30	6.424718382981165E-5	6.602339913319106E-5	7.5755956429814E-5	5.6820886244413524E-5	7.446306540580647E-5	0.247728831690501	0.07119606723077211	0.37542607624885493	0.3052211390733743	9.057526545466124E-5
31	31	0.06371373549832901	0.08892562571949701	0.07813523118403415	0.008482737138489781	1.0431899677436884E-4	0.24141619313682236	1.0493757741847253E-4	0.04697435171132521	0.0038413721882925786	0.46830149684901695
32	32	3.348689456500552E-5	0.02772506735762718	3.948549297283293E-5	2.9616162348799195E-5	3.881161276790957E-5	4.695393193515889E-5	3.904175409563537E-5	0.9308216664568747	0.03269281494444313	0.008533055392369697
33	33	4.110580328114604E-5	4.224223841329258E-5	4.846919750798569E-5	3.635440548507676E-5	4.764199667319746E-5	0.7538860398761511	0.07789783957579938	0.013229383584503332	0.1020820441235461	0.05268887919863937
34	34	4.235986266422183E-5	4.353096825715411E-5	4.9947899955650104E-5	3.74635088153993E-5	0.0023089536876877465	5.939523906755616E-5	0.0028742093654098104	0.9011923045791617	0.0328809087121914	0.06051092617678942
35	35	5.488775586427093E-5	7.884575560776899E-4	6.471994870309892E-5	4.854330954702055E-5	6.36154039953836E-5	0.00812953708284645	0.005188359012424623	0.6530863630565109	0.3324981364697659	7.738040426466353E-5
36	36	5.586933858692527E-5	5.741393506995019E-5	6.587736500583741E-5	0.3733665385898319	0.12450379545328355	0.04255154374865465	0.07905039747032598	9.738575335497664E-5	0.018032446450199528	0.36221873189568676
37	37	2.65857868086041E-4	0.4789583477515456	3.1348171033613394E-4	2.351274994358538E-4	3.081316664770796E-4	3.727748543032558E-4	3.099587956732162E-4	4.6341641808815245E-4	0.3907487281091214	0.12802417532693328
38	38	2.6024757078559834E-5	0.11109841943870408	0.2461238669763645	2.301656933970049E-5	3.0162928131517873E-5	3.649083285772102E-5	0.48735731666362686	4.5363711797528395E-5	0.0913564353554816	0.06390290276661795
39	39	6.640957908277261E-5	6.824557723282806E-5	7.830570741969841E-5	0.020430337211967926	7.696930100332262E-5	0.04615065596025749	7.742570608066271E-5	0.7742367058914945	0.08786356864101791	0.07095137642444292
40	40	0.48945888218615785	0.06850380938459014	0.06244225126002263	0.062408669350089846	1.3206246036017022E-4	1.5976794914505775E-4	1.3284555149713928E-4	1.9861610798957292E-4	0.3164024578239685	1.6063792617897457E-4
41	41	4.413002767064624E-5	4.535007228294856E-5	5.203515942924036E-5	0.9382255218818638	5.1147100011480986E-5	6.187729087634079E-5	5.14503871120804E-5	0.06070001505014458	1.176850927555069E-4	6.507879378534126E-4
42	42	0.1252531656822291	3.4092932109894035E-5	0.03632194253797587	0.1801160402922544	0.07924120080196823	4.651763868928705E-5	0.0013660993684728388	0.049172382932426664	0.5089329545157444	0.019515603298129396
43	43	0.09398222928938486	0.045863869632569984	1.0376357958077834E-4	0.4449017397107633	1.0199269571921467E-4	1.2338982462081576E-4	0.002449953216434082	0.07409509814182147	0.3382539021955719	1.2406171353353924E-4
44	44	3.7963066343653196E-5	3.901261552827466E-5	4.4763493564016045E-5	3.3574935827785145E-5	0.005107232885116471	0.8466258461689562	5.505837752842506E-4	0.0051294067081821895	0.0021265325007307715	0.14030508385046636
45	45	1.619035776968008E-5	1.663796589074374E-5	0.9099693146805024	1.4318922982278298E-5	0.05378658769445014	2.2701446837589257E-5	0.03392067603629393	2.8221386334003982E-5	0.0022025264469617343	2.2825061977491033E-5
46	46	3.300051403833101E-5	0.25531307020297916	3.891198578091198E-5	2.918600228682856E-5	0.08190363283258228	0.13384776131241705	3.8474691990713406E-5	0.20075975718699057	0.01725332777250989	0.3107828774984243
47	47	4.0857799376216894E-4	0.7301636607257707	3.360249007276301E-5	2.5203605840848198E-5	3.302901229165114E-5	3.995819509747323E-5	0.2660894782024558	4.9674175796939986E-5	7.599692600935777E-5	0.0030808186729023236
48	48	0.002800412574491774	0.013280294319927926	0.037345720156631214	5.147581048927162E-6	0.002413200254406948	6.291815501449285E-4	6.785841836382137E-6	0.10791245624145392	0.06770675542405687	0.7679000460560012
49	49	2.368205241719025E-5	0.05245605442995281	0.2369182148685024	0.005706311630712606	0.0025542774785510943	0.6241601582528391	0.07804347950196704	4.128014710701882E-5	6.315483317069486E-5	3.3386804780116966E-5
